weather_station_id,weather_station_name,province,latitude,longitude,forecast_time_utc,forecast_time_vn,temperature_c,wind_speed_mps,precip_3h_mm
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T03:00:00+00:00,2026-06-26T10:00:00+07:00,27.26,2.28,0.04
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T06:00:00+00:00,2026-06-26T13:00:00+07:00,29.76,1.63,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T09:00:00+00:00,2026-06-26T16:00:00+07:00,32.31,4.66,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T12:00:00+00:00,2026-06-26T19:00:00+07:00,27.56,2.73,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T15:00:00+00:00,2026-06-26T22:00:00+07:00,28.44,4.11,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T18:00:00+00:00,2026-06-27T01:00:00+07:00,26.43,2.9,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-26T21:00:00+00:00,2026-06-27T04:00:00+07:00,25.97,6.77,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T00:00:00+00:00,2026-06-27T07:00:00+07:00,28.91,0.71,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T03:00:00+00:00,2026-06-27T10:00:00+07:00,25.86,6.02,0.87
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T06:00:00+00:00,2026-06-27T13:00:00+07:00,25.6,1.24,0.04
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T09:00:00+00:00,2026-06-27T16:00:00+07:00,26.89,4.01,0.16
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T12:00:00+00:00,2026-06-27T19:00:00+07:00,29.73,6.55,0.12
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T15:00:00+00:00,2026-06-27T22:00:00+07:00,24.98,5.4,2.78
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T18:00:00+00:00,2026-06-28T01:00:00+07:00,30.67,2.36,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-27T21:00:00+00:00,2026-06-28T04:00:00+07:00,24.03,1.73,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T00:00:00+00:00,2026-06-28T07:00:00+07:00,26.8,1.81,5.97
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T03:00:00+00:00,2026-06-28T10:00:00+07:00,27.48,6.17,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T06:00:00+00:00,2026-06-28T13:00:00+07:00,32.05,6.05,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T09:00:00+00:00,2026-06-28T16:00:00+07:00,25.87,3.37,0.04
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T12:00:00+00:00,2026-06-28T19:00:00+07:00,25.73,3.19,0.04
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T15:00:00+00:00,2026-06-28T22:00:00+07:00,25.3,5.4,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T18:00:00+00:00,2026-06-29T01:00:00+07:00,25.74,2.12,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-28T21:00:00+00:00,2026-06-29T04:00:00+07:00,32.88,3.87,0.05
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T00:00:00+00:00,2026-06-29T07:00:00+07:00,24.94,3.01,0.0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T03:00:00+00:00,2026-06-29T10:00:00+07:00,33.94,4.16,0.72
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T06:00:00+00:00,2026-06-29T13:00:00+07:00,29.8,6.78,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T09:00:00+00:00,2026-06-29T16:00:00+07:00,35.06,7.31,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T12:00:00+00:00,2026-06-29T19:00:00+07:00,25.79,7.02,0.26
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T15:00:00+00:00,2026-06-29T22:00:00+07:00,23.42,2.23,2.75
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T18:00:00+00:00,2026-06-30T01:00:00+07:00,30.44,3.31,0.01
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-29T21:00:00+00:00,2026-06-30T04:00:00+07:00,25.71,5.9,1.87
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T00:00:00+00:00,2026-06-30T07:00:00+07:00,26.76,1.33,0.08
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T03:00:00+00:00,2026-06-30T10:00:00+07:00,24.6,0.28,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T06:00:00+00:00,2026-06-30T13:00:00+07:00,26.58,7.52,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T09:00:00+00:00,2026-06-30T16:00:00+07:00,26.38,3.25,0.1
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T12:00:00+00:00,2026-06-30T19:00:00+07:00,28.53,7.07,1.33
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T15:00:00+00:00,2026-06-30T22:00:00+07:00,29.9,2.74,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T18:00:00+00:00,2026-07-01T01:00:00+07:00,25.43,2.38,0.03
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-06-30T21:00:00+00:00,2026-07-01T04:00:00+07:00,25.66,2.67,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T00:00:00+00:00,2026-07-01T07:00:00+07:00,26.36,5.29,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T03:00:00+00:00,2026-07-01T10:00:00+07:00,29.24,7.44,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T06:00:00+00:00,2026-07-01T13:00:00+07:00,30.85,2.14,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T09:00:00+00:00,2026-07-01T16:00:00+07:00,28.01,1.14,0
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T12:00:00+00:00,2026-07-01T19:00:00+07:00,27.03,5.12,0.08
WS_DakLak_06,Đài Khí tượng Thủy văn Phú Yên,Đắk Lắk,13.0863,109.297,2026-07-01T15:00:00+00:00,2026-07-01T22:00:00+07:00,29.23,4.24,0.38
