weather_station_id,weather_station_name,province,latitude,longitude,forecast_time_utc,forecast_time_vn,temperature_c,wind_speed_mps,precip_3h_mm
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T03:00:00+00:00,2026-06-26T10:00:00+07:00,30.58,2.68,0.74
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T06:00:00+00:00,2026-06-26T13:00:00+07:00,27.61,1.51,0
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T09:00:00+00:00,2026-06-26T16:00:00+07:00,26.36,0.54,2.41
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T12:00:00+00:00,2026-06-26T19:00:00+07:00,31.02,0.81,2.57
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T15:00:00+00:00,2026-06-26T22:00:00+07:00,34.32,2.33,0.09
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T18:00:00+00:00,2026-06-27T01:00:00+07:00,26.16,1.5,0.02
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-26T21:00:00+00:00,2026-06-27T04:00:00+07:00,28.01,2.04,0.46
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-27T00:00:00+00:00,2026-06-27T07:00:00+07:00,25.12,1.23,1.75
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-27T03:00:00+00:00,2026-06-27T10:00:00+07:00,31.84,2.85,0.03
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-27T06:00:00+00:00,2026-06-27T13:00:00+07:00,31.44,0.58,3.02
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-27T09:00:00+00:00,2026-06-27T16:00:00+07:00,28.01,3.67,0.32
WS_NgheAn_01,Đài Khí tượng Thủy văn Khu vực Bắc Trung Bộ,Nghệ An,18.676,105.6905,2026-06-27T12:00:00+00:00,2026-06-27T19:00:00+07:00,26.78,3.85,0.8
